6.000000000000000000e+02,6.232419942434034077e+00,3.468670391893670768e+00,1.874452395318956466e+00,1.020335196082131191e+00,3.371082068097993378e+00,1.749010884214095451e+00,9.132459735061231321e-01,5.012330368988542340e-01
6.050000000000000000e+02,5.143441840179143298e+00,2.915628039626525947e+00,1.601071404526036135e+00,8.805339737351911555e-01,2.864056922326478904e+00,1.508241138974445228e+00,7.933686959144643502e-01,4.351920570026730495e-01
6.100000000000000000e+02,4.235749043040340389e+00,2.444613946341715582e+00,1.364567265612674385e+00,7.592472347949226208e-01,2.427853661900371218e+00,1.298594721294944243e+00,6.894238657240844281e-01,3.786768456301660146e-01
6.150000000000000000e+02,3.481851999372974849e+00,2.045035543954242918e+00,1.160453492954157007e+00,6.539080918625831407e-01,2.053541446636438117e+00,1.116057582962364014e+00,5.989095085558002740e-01,3.300287153540585883e-01
6.200000000000000000e+02,2.857794001144966511e+00,1.707336450465084310e+00,9.848194577262617821e-01,5.624327875624878237e-01,1.733357855290890592e+00,9.573361953028339810e-01,5.198910374982718130e-01,2.879351664478307926e-01
6.250000000000000000e+02,2.342731324795761516e+00,1.422974889302794699e+00,8.341616015703403608e-01,4.830458567487196375e-01,1.460363675565462538e+00,8.195597497374619289e-01,4.508121744488641225e-01,2.513476618385784289e-01
6.300000000000000000e+02,1.918689672430838433e+00,1.184295701404539436e+00,7.053537321874496779e-01,4.142703380543217850e-01,1.228300229703721103e+00,7.002816410813579306e-01,3.903998307584227723e-01,2.194336950453148749e-01
6.350000000000000000e+02,1.570387494132207795e+00,9.845515988890752856e-01,5.955671711897700948e-01,3.547862649417019010e-01,1.031676541483954601e+00,5.972961144793123012e-01,3.375961581333258299e-01,1.915240723284079571e-01
6.400000000000000000e+02,1.284836899211081906e+00,8.178128538369168199e-01,5.022577733714630455e-01,3.034611039112233288e-01,8.654801478232284628e-01,5.086477956001616008e-01,2.915056633536949326e-01,1.670753211257182402e-01
6.450000000000000000e+02,1.051112708992682165e+00,6.789196430818857930e-01,4.231695334031538303e-01,2.592723243843609304e-01,7.253774801388963578e-01,4.325502580625144033e-01,2.513474445149699865e-01,1.456406215231687284e-01
6.500000000000000000e+02,8.600479067842339287e-01,5.634378012796832369e-01,3.562842094731043519e-01,2.213095217453299179e-01,6.075367856526183719e-01,3.674069271067559872e-01,2.164323754395609811e-01,1.268459926190483311e-01
6.550000000000000000e+02,7.040292887879525674e-01,4.675603626008310587e-01,2.998268884717942839e-01,1.887623681622170313e-01,5.085903540935783340e-01,3.117817926341711621e-01,1.861445543776398259e-01,1.103765606557477741e-01
6.600000000000000000e+02,5.767635948730532869e-01,3.880428012088438239e-01,2.522483845270507841e-01,1.609063318729113956e-01,4.256491028010132571e-01,2.643839670990555946e-01,1.599302221019731352e-01,9.595735796929422134e-02
6.650000000000000000e+02,4.730409389768314155e-01,3.221450087716689614e-01,2.121986485370014053e-01,1.371002370180455510e-01,3.562097234139285362e-01,2.240758049302560839e-01,1.372895297851825513e-01,8.334995648382746702e-02
6.700000000000000000e+02,3.885453695926184281e-01,2.675557587342275445e-01,1.785192538975221566e-01,1.167835969888075393e-01,2.981398921288892501e-01,1.898500909647414525e-01,1.177734679921559474e-01,7.234241932499013705e-02
6.750000000000000000e+02,3.196398397442664630e-01,2.223436926814678083e-01,1.502029881322100857e-01,9.945406330295981923e-02,2.496174438203447588e-01,1.608253115558887780e-01,1.009798074779428012e-01,6.274646236344012806e-02
6.800000000000000000e+02,2.633853327926586885e-01,1.848924210800176049e-01,1.264067234391692829e-01,8.468532385698536447e-02,2.090991152469436620e-01,1.362364023355885356e-01,8.654915214173934668e-02,5.439037317649346448e-02
6.850000000000000000e+02,2.174380588016416038e-01,1.538596965485207746e-01,1.064126843855716514e-01,7.210259921532738425e-02,1.752822542883829271e-01,1.154202175315538620e-01,7.416355604246942235e-02,4.712478969709402860e-02
6.900000000000000000e+02,1.798371383566153281e-01,1.281320993323114832e-01,8.960350703851849286e-02,6.138025417786335813e-02,1.470706064202542129e-01,9.780427341231626159e-02,6.354244216592390415e-02,4.081345676487650037e-02
6.950000000000000000e+02,1.490598434891914070e-01,1.067913281478254234e-01,7.546838154158695688e-02,5.224231922195125832e-02,1.235214650126757602e-01,8.290004673264156354e-02,5.443950663510337823e-02,3.533590103156564882e-02
7.000000000000000000e+02,1.238323099122875942e-01,8.907766577663804586e-02,6.357534657951070811e-02,4.445221439886348075e-02,1.038491148469451592e-01,7.028852053686214518e-02,4.664126666638082619e-02,3.058529800677070587e-02
7.050000000000000000e+02,1.031377198448612392e-01,7.436285304857696843e-02,5.356485196586655700e-02,3.780923578923776895e-02,8.740156459137193856e-02,5.961676904769420970e-02,3.996056477347258856e-02,2.646610092076603915e-02
7.100000000000000000e+02,8.614764932696260258e-02,6.213948517152653034e-02,4.513439454403660178e-02,3.214239727965267912e-02,7.363479453698379418e-02,5.058197780570139468e-02,3.423749086266191649e-02,2.289541436343907332e-02
7.150000000000000000e+02,7.218388863547649248e-02,5.198481000727046136e-02,3.803494996555462776e-02,2.730775920623107478e-02,6.209956589043257036e-02,4.292945993001658772e-02,2.933299291721812654e-02,1.980023700827414357e-02
7.200000000000000000e+02,6.069757720025775738e-02,4.355729640560196403e-02,3.205451463304595516e-02,2.318266576817234678e-02,5.244262384329733545e-02,3.644632331755220250e-02,2.512876077372757505e-02,1.711673245555064490e-02
7.250000000000000000e+02,5.123763478473337268e-02,3.657482066855117370e-02,2.702006360734718338e-02,1.966588677159364709e-02,4.433794275181329042e-02,3.095116623928279020e-02,2.152358689256583107e-02,1.478965226912955060e-02
7.300000000000000000e+02,4.345925923175797401e-02,3.079908806714228356e-02,2.278601418668764131e-02,1.667065135473858734e-02,3.754202702906318107e-02,2.629199713869497662e-02,1.843148334381106146e-02,1.277106578528654397e-02
7.350000000000000000e+02,3.706820725584202697e-02,2.602124375182210056e-02,1.922909475775775451e-02,1.412288031959835558e-02,3.183511254555166509e-02,2.234224842565117608e-02,1.577852310734240843e-02,1.101976419119532827e-02
7.400000000000000000e+02,3.181640826534797711e-02,2.206995880064444721e-02,1.624736710383300684e-02,1.196122333857852979e-02,2.705246515566530480e-02,1.899575871538752500e-02,1.350302023162133769e-02,9.500568422931031376e-03
7.450000000000000000e+02,2.750278599350378453e-02,1.879928119923881397e-02,1.375416590020857310e-02,1.013118045253723516e-02,2.303719441416155964e-02,1.616285816422060456e-02,1.155197336550252939e-02,8.182935976179065221e-03
7.500000000000000000e+02,2.396304399203277175e-02,1.610357971498369359e-02,1.167573273561786466e-02,8.587117018724495926e-03,1.967148348981661438e-02,1.376853850282657582e-02,9.880319740386901348e-03,7.040836274461120467e-03
7.550000000000000000e+02,2.106378151805447449e-02,1.388345398897316250e-02,9.951520283271954662e-03,7.288775670000214972e-03,1.685291286478667744e-02,1.174868144146511834e-02,8.450178754778773366e-03,6.052183638091933500e-03
7.600000000000000000e+02,1.869856725548712725e-02,1.206388959173806778e-02,8.529593843345378151e-03,6.200522981182969920e-03,1.449852964377024156e-02,1.004672914954396305e-02,7.228213617292710697e-03,5.197824340229399535e-03
7.650000000000000000e+02,1.676565090169365030e-02,1.056829002967637869e-02,7.361929816378345696e-03,5.292008526538981641e-03,1.252198735750289366e-02,8.614923939144853923e-03,6.187028812092753086e-03,4.461171695006736077e-03
7.700000000000000000e+02,1.519704195775099104e-02,9.351242250634923467e-03,6.403299714768695937e-03,4.535748822978026909e-03,1.087604836826336352e-02,7.409091714093760279e-03,5.301144868551729492e-03,3.827461286313786366e-03
7.750000000000000000e+02,1.391715929643722385e-02,8.357739674032048371e-03,5.617304156846414376e-03,3.909266451704499976e-03,9.501572582558093574e-03,6.399105991434401140e-03,4.550217984951280756e-03,3.284041853403129978e-03
7.800000000000000000e+02,1.288275508672434046e-02,7.558117810969382407e-03,4.975002707289993137e-03,3.392637763687746718e-03,8.357948434688374298e-03,5.550916496238622599e-03,3.916054169340462202e-03,2.819682676666818936e-03
7.850000000000000000e+02,1.205524246131240741e-02,6.911452612400389300e-03,4.451532695746763385e-03,2.969579462407346323e-03,7.404224212778415595e-03,4.843408990207433845e-03,3.381444417999352522e-03,2.424221372686823951e-03
7.900000000000000000e+02,1.139388344683073609e-02,6.397925987164845146e-03,4.028025560233440550e-03,2.625036295620920834e-03,6.614424951684803704e-03,4.252404670630450904e-03,2.933457574139004126e-03,2.088425020230083758e-03
7.950000000000000000e+02,1.086893330377342731e-02,5.994085170394890597e-03,3.686686493139784866e-03,2.345281795584751566e-03,5.955092402683097308e-03,3.759573559959350584e-03,2.558838239027980046e-03,1.804307298916557308e-03
8.000000000000000000e+02,1.046216748467582516e-02,5.680643541047842790e-03,3.414179984155350355e-03,2.118025402386996495e-03,5.407966852374553914e-03,3.350179862129787703e-03,2.246270332755828398e-03,1.564310425523067916e-03
8.050000000000000000e+02,1.015404292391247458e-02,5.445338740193746661e-03,3.200000787743577119e-03,1.934125129218139958e-03,4.956238905264940230e-03,3.011520251944324947e-03,1.985979886202893317e-03,1.362479445702660533e-03
8.100000000000000000e+02,9.929403957121264029e-03,5.276208038682101906e-03,3.035181863635660459e-03,1.785339863676610852e-03,4.580303977236403756e-03,2.730273756804308966e-03,1.769292262656610654e-03,1.193011923973099101e-03
8.150000000000000000e+02,9.774412762082936371e-03,5.162379107933731323e-03,2.911448575498170894e-03,1.666683173504335432e-03,4.270532677848299687e-03,2.498945050418382389e-03,1.588886186441538931e-03,1.051181758860531262e-03
8.200000000000000000e+02,9.677077836895043791e-03,5.098912896559045470e-03,2.823959753035189344e-03,1.572872728246123676e-03,4.015417493570477316e-03,2.308727047561337248e-03,1.439400709863825891e-03,9.329285381943629597e-04
